01/11/2021 01:04:38,    0,  INI INICIALIZACAO ULTRA_BASICA  ,0,5941578,0
01/11/2021 01:04:38,    0,  1 INICIALIZACAO ULTRA_BASICA  ,1,5941578,0
01/11/2021 01:04:38,    0,  2 INICIALIZACAO ULTRA_BASICA  ,2,5941578,0
01/11/2021 01:04:38,    0,  3 INICIALIZACAO ULTRA_BASICA  ,3,5941578,0
01/11/2021 01:04:38,    0,  FIM INICIALIZACAO ULTRA_BASICA  ,4,5941578,0
01/11/2021 01:04:42, 4203,  INI DESTROY_BASICO  ,5,5945781,4203
01/11/2021 01:04:42,    0,  1 INI DESTROY_BASICO  ,6,5945781,4203
01/11/2021 01:04:43, 1094,  [0] Salvando Log Full/DESTROY_BASICO  ,7,5946875,5297
